num_factura,fecha,proveedor,nif_cif,tipo,categoria,importe_base,iva,importe_total,estado_factura,importe_pendiente
FAC-2024-0398,2023-09-21,Limpieza Industrial Norte,C90458867,Gasto,Formación,3705.83,148.23,3854.06,Vencida,3854.06
FAC-2025-0399,2025-09-18,Diseño Gráfico Valencia,B35779083,Ingreso,Infraestructura,44908.11,9430.7,54338.81,Parcialmente Pagada,27169.405
FAC-2023-0400,2024-06-08,Logística Martínez,C09484131,Ingreso,Formación,39964.86,3996.49,43961.35,Pendiente,43961.35
FAC-2024-0401,2025-01-09,Transporte Veloz S.A.,B73997046,Gasto,Tegnología,4975.04,1044.76,6019.8,Parcialm. Pagada,0.0
FAC-2025-0402,2025-09-25,Formación Tech Academy,B75823133,Gasto,Formación,212.61,44.65,257.26,Pagada,0.0
FAC-2023-0403,2025-11-23,Fontanería Express,E52455574,Ingreso,Transporte,49067.14,10304.1,59371.24,Pendiente,59371.24
FAC-2024-0404,2024-03-03,Materiales Hernández,F88339874,Gasto,Limpieza,16568.26,662.73,17230.99,Pagada,0.0
FAC-2025-0405,2025-02-07,Fontanería Express,B72156229,Gasto,Alimentacion,1529.95,321.29,1851.24,Vencida,1851.24
FAC-2023-0406,2024-10-19,Consultoria Ramos,,Gasto,Formación,11734.74,2464.3,14199.04,Pendente,0.0
FAC-2024-0407,2023-07-08,Limpieza Industrial Norte,D16477251,Gasto,Tecnología,24356.98,5114.97,29471.95,Pagada,0.0
FAC-2025-0408,2023-01-18,Limpieza Industrial Norte,D95923234,Ingreso,Mantenimiento,11648.88,2446.26,14095.14,Parcialm. Pagada,0.0
FAC-2023-0409,2025-05-18,Alimentación Cota,B60736077,Ingreso,Alimentación,49554.68,4955.47,54510.15,Vencida,54510.15
FAC-2024-0410,2025-01-03,Servicios Digitales Ruiz,H00666155,Ingreso,Tecnología,37609.29,1504.37,39113.66,Parcialmente Pagda,19556.83
FAC-2025-0411,2023-10-16,Diseño Gráfico Valencia,,Ingreso,Limpieza,42447.03,4244.7,46691.73,Vencida,46691.73
FAC-2023-0412,2024-10-19,Limpieza Industrial Norte,A86982210,Gasto,Cosultoría,760.53,159.71,920.24,Vencida,920.24
FAC-2024-0413,2024-06-10,Mobiliario Oficina Plus,D23822311,Ingreso,Limpiesa,6845.83,1437.62,8283.45,Parcialmente Pagada,4141.725
FAC-2025-0414,2025-02-06,Asesoría Fiscal López,A32020326,Gasto,Transporte,16546.99,3474.87,20021.86,Vencida,20021.86
FAC-2023-0415,2024-07-26,Marketing Online Bcn,H15841560,Gasto,Infraestructura,16403.74,3444.79,19848.53,Parcialmente pagada,9924.265
FAC-2024-0416,2025-11-12,Formación Tech Academy,C98808583,Ingreso,Infraestructura,10146.46,1014.65,11161.11,Pendiente,11161.11
FAC-2025-0417,2025-03-31,Materiales Hernandez,A14843991,Gasto,Alimentación,7447.59,1563.99,9011.58,Vencida,9011.58
FAC-2023-0418,2024-04-08,Fontanería Express,C37245018,Ingreso,Alimentación,48186.19,1927.45,50113.64,Vencida,50113.64
FAC-2024-0419,2024-06-07,Logística Martínez,,Gasto,Limpieza,2865.3,601.71,3467.01,Pagada,0.0
FAC-2025-0420,2024-05-29,Papelería Central,D96417899,Gasto,Infraestructura,24578.01,5161.38,29739.39,Vencida,29739.39
FAC-2023-0421,2025-05-13,Distribuciones López,,Ingreso,Tecnología,40856.54,8579.87,49436.41,Pendiente,49436.41
FAC-2024-0422,2025-07-27,Alimentación Costa,F65271559,Gasto,Formación,17492.66,699.71,18192.37,Pagad,0.0
FAC-2025-0423,2024-06-26,Consultoría Ramos,F01394884,Gasto,Transporte,21406.6,4495.39,25901.99,Parcialmente Pagada,12950.995
FAC-2023-0424,2024-12-25,Fontanería Express,E99153703,Gasto,Transporte,9949.08,2089.31,12038.39,Vencida,12038.39
FAC-2024-0425,2025-09-16,Materiales Hernández,G96454655,Ingreso,Limpiesa,41977.57,8815.29,50792.86,Pendiente,50792.86
FAC-2025-0426,2024-10-04,Formación Tech Academy,D74907977,Ingreso,Tegnología,5687.98,1194.48,6882.46,Parcialm. Pagada,0.0
FAC-2023-0427,2025-10-02,Logística Martínez,E53986289,Gasto,Mantenimiento,10799.21,1079.92,11879.13,Vencida,11879.13
FAC-2024-0428,2023-02-03,Servicios Digitales Ruiz,G66725214,Ingreso,Alimentación,32645.65,6855.59,39501.24,Pendiente,39501.24
FAC-2025-0429,2023-05-05,Consultoría Ramós,G40995123,Gasto,Tecnología,24551.15,5155.74,29706.89,Vencidda,0.0
FAC-2023-0430,2023-03-21,Servicios Digitales Ruiz,C17392957,Ingreso,Formación,46797.01,9827.37,56624.38,Pagada,0.0
FAC-2024-0431,2025-01-03,Alimentacion Costa,B58998868,Gasto,Alimentación,1512.67,317.66,1830.33,Parcialmente Pagada,915.165
FAC-2025-0432,2025-03-07,Diseño Gráfico Valencia,C50800463,Ingreso,Consultoría,15641.93,625.68,16267.61,Parcialmente Pagada,8133.805
FAC-2023-0433,2025-07-25,Asesoría Fiscal López,A63140352,Gasto,Material De Oficina,23751.61,2375.16,26126.77,Pendiente,26126.77
FAC-2024-0434,2023-01-21,Seguridad Total,G07231112,Gasto,Alimentacion,10426.39,2189.54,12615.93,Vencida,12615.93
FAC-2025-0435,2023-09-02,Limpieza Industrial Norte,H71130621,Gasto,Limpieza,9902.91,990.29,10893.2,Vencida,10893.2
FAC-2023-0436,2023-01-30,Asesoria Fiscal Lopez,A66248132,Ingreso,Alimentación,47455.18,1898.21,49353.39,Vencida,49353.39
FAC-2024-0437,2025-12-30,Techparts España,,Ingreso,Tecnología,1364.36,136.44,1500.8,Parcialmente Pagada,750.4
FAC-2025-0438,2025-07-20,Alimentación Costa,C64250642,Gasto,Mantenimiento,12004.27,1200.43,13204.7,Vencida,13204.7
FAC-2023-0439,2025-01-14,Marketing Online Bcn,F78654362,Gasto,Formación,8478.14,1780.41,10258.55,Parcialmente Pagada,5129.275
FAC-2024-0440,2025-11-25,Transporte Veloz Sa,C69326573,Ingreso,Consultoria,21873.3,4593.39,26466.69,Pendiente,26466.69
FAC-2024-0001,2024-02-20,Techparts España,H75244182,Gasto,Tegnología,18602.43,1860.24,20462.67,Vencida,20462.67
FAC-2023-0442,2023-03-22,Alimentación Costa,F79927079,Ingreso,Transporte,7212.14,1514.55,8726.69,Parcialmente Pagada,4363.345
FAC-2024-0443,2025-10-10,Consultoría Ramós,A75203447,Gasto,Tecnología,448.09,94.1,542.19,Vencida,542.19
FAC-2025-0444,2025-08-20,Hosting & Cloud Slu,G65254837,Ingreso,Limpieza,19310.84,4055.28,23366.12,Parcialmente Pagada,11683.06
FAC-2023-0445,2023-12-29,Suministros Garcia,91297519,Ingreso,Tecnologia,18982.72,1898.27,20880.99,Pendiente,20880.99
FAC-2024-0446,2024-08-12,Diseño Gráfico Valencia,E28931132,Ingreso,Formacón,36712.45,7709.61,44422.06,Pendiente,44422.06
FAC-2025-0447,2024-08-05,Limpieza Industrial Norte,A96170159,Ingreso,Marketing,26762.27,1070.49,27832.76,Vencida,27832.76
FAC-2023-0448,2025-10-20,Consultoría Ramós,77567772,Gasto,Consultoría,7541.17,1583.65,9124.82,Parcialm. Pagada,0.0
FAC-2024-0449,2024-12-01,Suministros Garcia Sl,D37976627,Gasto,Transporte,5463.99,1147.44,6611.43,Pendiente,6611.43
FAC-2025-0450,2023-11-21,Transporte Veloz S.A.,F52597107,Gasto,Formación,8497.58,339.9,8837.48,Pagada,0.0
FAC-2023-0451,2024-11-09,Diseño Gráfico Valencia,D37970581,Gasto,Infraestrucutra,17473.32,1747.33,19220.65,Vencida,19220.65
FAC-2024-0452,2023-10-21,Logística Martínez,,Gasto,Marketing,9126.37,1916.54,11042.91,Pendiente,11042.91
FAC-2025-0453,2024-08-29,Suministros Garciá S.L,C97514743,Gasto,Limpieza,680.83,142.97,823.8,Pendiente,823.8
FAC-2023-0454,2024-10-25,Materiales Hernandez,27112218,Gasto,Marketing,9918.67,396.75,10315.42,Pagada,0.0
FAC-2024-0455,2023-11-14,Formación Tech Academy,A03700332,Ingreso,Infraestructura,27630.83,5802.47,33433.3,Parcialmente Pagada,16716.65
FAC-2025-0456,2023-03-15,Seguridad Total S.L.,C63280944,Ingreso,Mat. Oficina,10837.41,2275.86,13113.27,Pendiente,13113.27
FAC-2023-0457,2025-11-14,Limpieza Industrial Norte,D94394570,Gasto,Material Oficina,19261.92,1926.19,21188.11,Parcialmente Pagada,10594.055
FAC-2024-0458,2023-12-05,Fontaneria Express,B00900404,Gasto,Formación,23024.43,4835.13,27859.56,Parcialmente Pagada,13929.78
FAC-2025-0459,2024-09-01,Electricidad Pérez,D10720113,Ingreso,Limpieza,38636.96,8113.76,46750.72,Parcialmente Pagda,23375.36
FAC-2025-0001,2025-08-11,Fontanería Express,D40433700,Ingreso,Material De Oficina,20915.0,4392.15,25307.15,Parcialmente pagada,0.0
FAC-2024-0461,2023-12-02,Logística Martínez,G57542786,Gasto,Formación,9363.02,374.52,9737.54,Parcialmente Pagada,4868.77
FAC-2025-0462,2023-10-25,Formación Tech Academy,D61618808,Ingreso,Material De Oficina,30140.23,6329.45,36469.68,Vencida,36469.68
FAC-2023-0463,2024-12-20,Formación Tech Academy,A81721436,Gasto,Infraestructura,18758.17,3939.22,22697.39,Parcialmente Pagada,11348.695
FAC-2024-0464,2025-01-02,Logísitca Martínez,99070755,Gasto,Formación,16556.55,3476.88,20033.43,Pagada,0.0
FAC-2025-0465,2023-06-27,Diseño Gráfico Valencia,76539705,Ingreso,Márketing,24006.15,5041.29,29047.44,Pagad,0.0
FAC-2023-0466,2025-03-05,Logística Martínez,H42049561,Ingreso,Formacón,40164.73,8434.59,48599.32,Vencida,48599.32
FAC-2024-0467,2024-11-27,Fontanería Express,B12229907,Ingreso,Limpieza,43345.5,9102.56,52448.06,Pendiente,52448.06
FAC-2025-0468,2025-05-14,Seguridad Total S.L.,D21021923,Gasto,Material De Oficina,1720.12,361.23,2081.35,Vencida,2081.35
FAC-2023-0469,2025-03-11,Alimentacion Costa,F37337773,Ingreso,Transporte,1054.08,221.36,1275.44,Vencida,1275.44
FAC-2024-0470,2023-12-04,Logística Martínez,G05603567,Gasto,Infraestructura,6214.34,1305.01,7519.35,Pagada,0.0
FAC-2025-0471,2023-06-03,Servicios Digitales Ruiz,A54647548,Ingreso,Mantenimiento,21920.71,4603.35,26524.06,Vencida,26524.06
FAC-2023-0472,2025-09-29,Hosting & Cloud Slu,E98355393,Ingreso,Formación,48773.72,10242.48,59016.2,Vencida,59016.2
FAC-2024-0473,2024-10-19,Materiales Hernández,D39527536,Gasto,Alimentación,5151.39,1081.79,6233.18,Vencida,6233.18
FAC-2025-0474,2025-07-20,Suministros Garcia,G79176651,Ingreso,Alimentación,46770.18,9821.74,56591.92,Vencida,56591.92
FAC-2023-0475,2023-08-17,Seguridad Total S.L.,E85320895,Ingreso,Material Oficina,17211.49,3614.41,20825.9,Pagad,0.0
FAC-2024-0476,2024-05-10,Ditribuciones López,H33116772,Ingreso,Alimentación,23245.58,2324.56,25570.14,Parcialmente Pagada,12785.07
FAC-2025-0477,2025-11-05,Asesoría Fiscal López,G26335564,Gasto,Consultoría,15410.16,3236.13,18646.29,Pagada,0.0
FAC-2023-0478,2025-10-02,Fontanería Express,E72239898,Gasto,Consultoría,10935.48,2296.45,13231.93,Parcialmente Pagada,6615.965
FAC-2024-0479,2023-11-02,Papeleria Central,D19092487,Ingreso,Infraestructura,15011.06,3152.32,18163.38,Vencida,18163.38
FAC-2025-0480,2024-01-18,Marketing Online Bcn,A62207223,Gasto,Transporte,6178.88,1297.56,7476.44,Pendiente,7476.44
FAC-2023-0481,2025-08-01,Logística Martínez,,Gasto,Transporte,13245.88,2781.63,16027.51,Pagada,0.0
FAC-2024-0482,2024-02-11,Limpieza Industrial Norte,C46320374,Gasto,Material De Oficina,18770.27,1877.03,20647.3,Vencida,20647.3
FAC-2025-0483,2025-08-10,Ditribuciones López,55348201,Gasto,Consultoría,22739.33,4775.26,27514.59,Pagad,0.0
FAC-2023-0484,2025-11-24,Electricidad Pérez,B26574223,Gasto,Limpiesa,14661.25,3078.86,17740.11,Vencida,17740.11
FAC-2024-0485,2023-12-01,Seguridad Total S.L.,H11759574,Gasto,Alimentación,21478.07,859.12,22337.19,Pagada,0.0
FAC-2025-0486,2025-09-16,Mobiliario Oficina Plus,E41283337,Ingreso,Alimentación,13973.33,2934.4,16907.73,Pagada,0.0
FAC-2023-0487,2025-12-09,Limpieza Industrial Norte,C67055143,Ingreso,Alimentación,47450.34,9964.57,57414.91,Pendiente,57414.91
FAC-2024-0488,2025-02-10,Consultoría Ramos,B20072024,Ingreso,Mantenimiento,42733.33,8974.0,51707.33,Vencida,51707.33
FAC-2025-0489,2023-01-01,Consultoría Ramos,94981942,Ingreso,Material De Oficina,41160.77,4116.08,45276.85,Pagad,0.0
FAC-2023-0490,2025-04-01,Marketing Online Bcn,C20109121,Gasto,Infraestrucutra,10478.34,1047.83,11526.17,Vencida,11526.17
FAC-2024-0491,2025-01-15,Distribuciones López,H76572565,Gasto,Alimentación,3955.45,395.55,4351.0,Parcialmente Pagada,2175.5
FAC-2025-0492,2024-02-19,Materiales Hernández,F01783325,Ingreso,Infraestructura,36178.83,7597.55,43776.38,Parcialmente Pagada,21888.19
FAC-2023-0493,2024-08-17,Transporte Veloz S.A.,H67993593,Gasto,Material De Oficina,13492.87,2833.5,16326.37,Parcialmente Pagada,8163.185
FAC-2024-0494,2023-01-05,Techparts España,G08490793,Ingreso,Formación,21785.53,4574.96,26360.49,Pendiente,26360.49
FAC-2025-0495,2024-11-04,Servicios Digitales Ruiz,G26325144,Ingreso,Material De Oficina,32518.73,6828.93,39347.66,Parcialm. Pagada,0.0
FAC-2025-0001,2025-10-21,Servicios Digitales Ruiz,B52638409,Ingreso,Formacion,38416.99,8067.57,46484.56,Vencida,46484.56
FAC-2024-0497,2025-11-15,Suministros García S.L.,B37876553,Gasto,Márketing,19407.76,4075.63,23483.39,Parcialmente Pagada,11741.695
FAC-2025-0498,2023-07-16,Suministros García S.L.,,Gasto,Formación,14886.48,3126.16,18012.64,Pagada,0.0
FAC-2023-0499,2025-01-15,Papeleria Central,B28991511,Gasto,Marketing,1924.04,76.96,2001.0,Pagada,0.0
FAC-2024-0500,2024-09-01,Formación Tech Academy,,Ingreso,Infraestructura,5471.57,1149.03,6620.6,Vencida,6620.6
